import_type,topic_number,topic_name,question_number,position,statement,option_a,option_b,option_c,option_d,correct_option,source_name
TOPIC,2,Tema 2,122,122,Los principios fundamentales que rigen la monarquía parlamentaria son:,El Rey es el Jefe del Estado.,El Reina pero no gobierna.,El Rey es inviolable.,Todas las respuestas son correctas.,D,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,123,123,"De las funciones que la Constitución atribuye al Rey en su artículo 62, indique cuál no es una de ellas:",Sancionar y promulgar leyes.,"Manifestar el consentimiento del Estado para obligarse internacionalmente por medio de tratados, de conformidad con la Constitución y las leyes.",El Alto Patronazgo de las Reales Academias.,Convocar a referéndum en los casos previstos en la Constitución.,B,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,124,124,"En la Constitución, a qué se le denomina fórmula promulgatoria:",A las palabras con las que el Rey hace pública la Constitución.,A la fórmula en la que se indican los principios que se quiere conseguir.,A las palabras con las que el Rey sanciona la Constitución.,A la pregunta que se formuló para su aprobación en referéndum.,A,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,125,125,Cual de las siguientes funciones del Rey NO corresponden al ejercicio de la función simbólico-representativa:,Acreditar a los embajadores y a otros representantes diplomáticos.,Manifestar el consentimiento del Estado en tratados.,Proponer al candidato a presidir el Gobierno de la Nación.,El alto patronazgo de las Reales Academias.,C,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,126,126,"De conformidad con el artículo 62 de la Constitución, cuál de las siguientes atribuciones NO corresponde al Rey:",Convocar a referéndum en los casos ante la Constitución.,Proponer el candidato a Presidente del Gobierno.,"Nombrar y separar a los miembros del Gobierno, a propuesta de su Presidente.",Representar al Estado y dirigir la política exterior.,D,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,127,127,"Los cargos de Regente y Tutor del Rey menor, según la Constitución Española, podrán acumularse en una única persona:",En ningún caso.,"No podrán acumularse, salvo en el padre, madre o ascendientes directos del Rey.","No podrán acumularse, salvo en el padre o la madre del propio Rey menor.","Si, si es posible acumular ambos cargos.",B,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,128,128,Quién cesa a los Ministros y a los Vicepresidentes :,El Presidente del Gobierno.,"EI Presidente del Congreso, a propuesta del Presidente del Gobierno.","El Presidente del Gobierno, autorizado por las Cortes.","El Rey, a propuesta del Presidente del Gobierno.",D,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,129,129,No necesita refrendo:,Declarar la guerra y hacer la paz.,Expedir los decretos acordados en Consejo de Ministros.,Nombrar y relevar a los miembros civiles y militares de la Casa Real. .,Todos los actos del Rey necesitan refrendo.,C,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,130,130,"Son funciones del Rey, recogidas en la Constitución Española:",Sancionar y promulgar las leyes.,El mando supremo de las Fuerzas Armadas.,"Nombrar y separar a los miembros del Gobierno, a propuesta de su Presidente.",Todas las enumeradas son funciones del Rey.,D,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,131,131,Puede la Reina consorte o el consorte de la Reina asumir funciones constitucionales:,Si.,"No, nunca.","No, salvo lo dispuesto para la Regencia.","Si como norma general, con las excepciones previstas en la propia Constitución.",C,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,132,132,"Según el art. 57 de la CE, la sucesión al trono seguirá el orden general de primogenitura y representación siendo preferida:","La linea anterior a las posteriores, en la misma linea, el grado más próximo al más remoto, en el mismo grado, el varón a la mujer, y en el mismo sexo, la persona de menos edad a la de más.","La linea posterior a las anteriores: en la misma linea, el grado más próximo al más remoto, en el mismo grado, el varón a la mujer, y en el mismo sexo, la persona de más edad a la de menos.","La linea anterior a las posteriores, en la misma linea, el grado más próximo al más remoto, en el mismo grado, el varón a la mujer, y en el mismo sexo, la persona de más edad, a la de menos.","La linea posterior a las anteriores, en la misma linea, el grado más próximo al más remoto, en el mismo grado, el varón a la mujer, y en el mismo sexo, la persona de menos edad a la de más.",C,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,133,133,"De acuerdo con el Real Decreto 1368/1987, de 6 de noviembre, sobre régimen de títulos, tratamientos y honores de la Familia Real y de los Regentes, señala la respuesta correcta:",Los hijos del Rey que no tengan la condición de Príncipe o Princesa de Asturias serán Alteza Real y recibirán el tratamiento de Infantes.,"Los hijos de los Infantes de España tendrán la consideración de Grandes de España, teniendo el tratamiento especial Alteza.","Quienes ejerzan la Regencia tendrán el tratamiento de Alteza e iguales honores que los establecidos para el Príncipe de Asturias, a no ser que les correspondan otros de mayor rango.",Ninguna de las anteriores es correcta.,C,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,134,134,"Según la Constitución Española, si no hubiera ninguna persona a quien corresponda la Regencia, ésta sería nombrada por :","Las Cortes Generales, y se compondrá por 1, 2 ó 3 personas.",Las Cortes Generales y el Gobierno.,"Las Cortes Generales y el Gobierno, y se compondrá de 1, 3 ó 5 personas.",Ninguna respuesta es correcta.,D,Preguntas de Examenes Agente - Tema 2
TOPIC,2,Tema 2,135,135,Cuando el artículo 1.3 de la constitución alude a la Monarquía parlamentaria del Estado español se refiere a :,La forma de gobierno.,La clase de soberanía.,La forma de estado.,La forma política de Estado.,D,Preguntas de Examenes Agente - Tema 2
TOPIC,3,Tema 3,1,1,"Corresponde al Rey declarar la guerra y hacer la paz, previa autorización de:",El Congreso.,Las Cortes Generales.,El Presidente del Gobierno.,El gobierno.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,2,2,Según el art. 66.3 de la Constitución española de 1978:,Las Cortes Generales son inamovibles.,Las Cortes Generales son inviolables.,Las Cortes Generales son inapelables.,Ninguna de las respuestas anteriores es correcta.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,3,3,Los miembros de las Cortes Generales:,No están ligados por mandato imperativo.,No están ligados por mandato representativo.,Están ligados por mandato estatutario.,No están sujetos a responsabilidad alguna.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,4,4,Las Mesas son los órganos rectores de cada Cámara y representan proporcionalmente:,A los Diputados y Senadores.,A la Cámara respectiva.,A las Cortes Generales.,A los distintos Grupos Parlamentarios.,D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,5,5,"De acuerdo con el artículo 68 de la Constitución Española, el Congreso de los Diputados electo deberá ser convocado:",Dentro de los 15 días siguientes a la celebración de las elecciones.,Dentro de los 25 días siguientes a la celebración de las elecciones.,Dentro de los 30 días siguientes a la celebración de elecciones.,Dentro de los 60 días siguientes a la celebración de elecciones.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,6,6,La continuidad de las Cortes Generales se garantiza mediante las llamadas:,Comisiones Permanentes.,Diputaciones Permanentes.,Mesas Permanentes.,Comisiones Legislativas.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,7,7,"Las poblaciones de Ceuta y Melilla estarán representadas en el Congreso, cada una de ellas, por:",4 Diputados.,1 Diputado.,2 Diputados.,3 Diputados.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,8,8,"Las Cortes Generales ejercen la potestad legislativa del Estado, aprueban sus Presupuestos, controlan la acción del Gobierno y tienen las demás competencias que:",Les atribuya el Congreso de los Diputados.,Les atribuya el Senado.,Les atribuya la Constitución.,Todas las respuestas son correctas.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,9,9,Quien ejerce el poder legislativo en nuestro país:,El Gobierno.,El Congreso de los Diputados.,Las Cortes Generales.,El Senado.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,10,10,El artículo 70 de la Constitución Española establece que las causas de inelegibilidad e incompatibilidad de los Diputados y Senadores se determinará:,Por la ley de las Cortes Generales.,Por la ley electoral.,Por la ley sobre incompatibilidades.,Por la ley del Gobierno.,B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,11,11,La elaboración de la leyes en la Constitución Española viene recogido en el:,"Título II De las Cortes Generales, elaboración de las leyes, Capítulo Primero, art 71 y siguientes.","Título III De las Cortes Generales, elaboración de las leyes, Capítulo primero, art. 71 y siguientes.","Título III, De la Cortes Generales, Capítulo segundo, de la elaboración de las leyes, art, 81 y siguientes.","Título III, De las cortes Generales, Capítulo Primero, de la elaboración de las leyes, art. 81 y siguientes.",C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,12,12,Una de las siguientes materias no es regulada en el Título Preliminar de la Constitución Española:,Las Cortes Generales.,Las Asociaciones de Empresarios.,Las Fuerzas Armadas.,Los Partidos Políticos.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,13,13,En qué fecha aprobaron las Cortes Generales la Constitución Española:,El 31 de octubre de 1978.,El 6 de diciembre de 1978.,El 27 de diciembre de 1978.,El 29 de diciembre de 1978.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,14,14,Convocar y disolver las Cortes Generales y convocar elecciones en los términos previstos en la Constitución le corresponde según el artículo 62.b) a:,Al Presidente del Gobierno.,Al Consejo de Ministros.,Al Rey.,Al Presidente de las Cortes Generales.,C,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,15,15,Constitución Española. Aprobado un proyecto de ley ordinaria u orgánica por el Congreso de los Diputados:,"El Senado, en el plazo de dos meses, a partir del día siguiente a la recepción del texto, puede, mediante mensaje motivado, oponer su veto o introducir enmiendas al mismo. El veto deberá ser aprobado por mayoría absoluta. El proyecto no podrá ser sometido al Rey para sanción sin que el Congreso ratifique por mayoría absoluta, en caso de veto, el texto inicial, o por mayoría simple, una vez transcurridos dos meses desde la interposición del mismo, o se pronuncie sobre las enmiendas, aceptándolas o no por mayoría simple.","El Senado, en el plazo de dos meses, a partir del día de la recepción del texto, puede, mediante mensaje motivado, oponer su veto o introducir enmiendas al mismo. El veto deberá ser aprobado por mayoría absoluta. El proyecto no podrá ser sometido al Rey para sanción sin que el Congreso ratifique por mayoría absoluta, en caso de veto, el texto inicial, o por mayoría simple, una vez transcurridos dos meses desde la interposición del mismo, o se pronuncie sobre las enmiendas, aceptándolas o no por mayoría simple.","El Senado, en el plazo de dos meses, a partir del día siguiente a la recepción del texto, puede, mediante mensaje motivado, oponer su veto o introducir enmiendas al mismo. El veto deberá ser aprobado por mayoría absoluta. El proyecto no podrá ser sometido al Rey para sanción sin que el Congreso ratifique por mayoría de dos tercios, en caso de veto, el texto inicial, o por mayoría simple, una vez transcurridos dos meses desde la interposición del mismo, o se pronuncie sobre las enmiendas, aceptándolas o no por mayoría simple.","El Senado, en el plazo de dos meses, a partir del día de la recepción del texto, puede, mediante mensaje motivado, oponer su veto o introducir enmiendas al mismo. El veto deberá ser aprobado por mayoría absoluta. El proyecto no podrá ser sometido al Rey para sanción sin que el Congreso ratifique por mayoría absoluta, en caso de veto, el texto inicial, o por mayoría de dos tercios, una vez transcurridos dos meses desde la interposición del mismo, o se pronuncie sobre las enmiendas, aceptándolas o no por mayoría simple.",B,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,16,16,La inmunidad de los Diputados y Senadores:,"Se refiere a que solo podrán ser detenidos en caso de flagrante delito, siendo competente la.",Se refiere a las opiniones manifestadas en el ejercicio de sus funciones.,"Se refiere a que solo podrán ser detenidos en caso de flagrante delito, de manera indefinida.",Todas son correctas.,A,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,17,17,"Indique la respuesta incorrecta. El artículo 70 de la Constitución Española establece que la ley electoral determinará las causas de inelegibilidad e incompatibilidad de los Diputados y Senadores, que comprenderán, en todo caso:",Al Defensor del Pueblo.,A los componentes del Tribunal Constitucional.,A los miembros de las Juntas Electorales.,"A los altos cargos de la Administración del Estado que determine la ley, Induidos los miembros del Gobierno.",D,Preguntas de Examenes Agente - Tema 3
TOPIC,3,Tema 3,18,18,Cuál de las siguientes características no es predicable de las Cortes Generales:,Es un órgano permanente.,Es un órgano legislativo.,Es un órgano unicameral.,Es un órgano representativo.,C,Preguntas de Examenes Agente - Tema 3
